id;typ_id;kennung;name
2dc66eb3-8b47-46f0-962e-02d68d2ceeb2;b2ecdb11-cac2-4302-a5b2-8d31c3c82922;7B.02;Sonstige Bauherrenleistungen
71cf8fd0-e964-4b97-a710-1f8485403cf9;392e3e71-9216-4aa6-889f-16b5b437c1a6;7C.01;Projektleitung Planung
e69e39bc-2ca6-435c-bfec-278737bfb056;392e3e71-9216-4aa6-889f-16b5b437c1a6;7C.02;Planungsleistungen
b7c3f70b-6b63-4dad-a5ed-3479ec16a042;392e3e71-9216-4aa6-889f-16b5b437c1a6;7C.03;Sonstige Planungsleistungen
ec7526ea-223c-4d31-b44b-44ff81a5e414;e7103f89-0830-43b0-950f-73c185f4b6a8;8A.01;Sonstiges zu Nebenleistungen
a090deba-965c-45df-b37f-87836ae97e6e;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.01;Bewilligungen, Abnahmen
dcbb794d-9116-4907-b3df-1df5bf5ce8f9;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.02;Anschlussgebühren
3a46dec4-8b3a-4cf1-a0c4-81d66018b8f6;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.03;Versicherung, Bewirtschaftung
ced7f38c-2047-4a02-a4a3-b2a784c1add5;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.04;Schlechtwettermaßnahmen
e4a0712a-58e7-496d-bcf7-84a451f4a0ff;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.05;Bodenproben, Untersuchungen
7e3954ab-332d-4857-bbc8-b028585afe1f;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.06;Sicherheit am Bau
762e9087-7946-4641-b000-fd6da50f9692;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.07;Finanzierung während Bauzeit
e12efaa8-df7f-4023-9b02-8732a3b08d00;112c0a5f-4b0d-4b11-bfc1-42fc3b91c240;8B.08;Sonstige Baunebenleistungen
582a5934-ee37-4093-aca9-68ef72827334;8fc80153-98bd-493e-85fd-d5743b60f8fc;8C.01;Vervielfältigungen
97b8a11b-2658-4318-a802-35f40e5290bc;8fc80153-98bd-493e-85fd-d5743b60f8fc;8C.02;Bemusterungen
3d9a28b9-f738-4a7f-a2c3-0477552e8f9f;8fc80153-98bd-493e-85fd-d5743b60f8fc;8C.03;Sonstige Planungsnebenleistungen
4370b40c-2d92-48fd-b8ea-a450cdb24453;00a4da64-b8c5-45fb-937b-7133cdbc939c;9A.01;Sonstiges zu Reserven
003cdec6-81f7-4f77-816f-3e7f8d663f30;ba48cda5-3765-4ab1-855e-d502ad8f2d27;9B.01;Reserven Unvorhergesehenes
75dbb491-fd4d-4454-822f-389339a0858c;ba48cda5-3765-4ab1-855e-d502ad8f2d27;9B.02;Reserven Preisanpassungen
c392edaf-21f4-4659-8953-4ae66e2a5412;ba48cda5-3765-4ab1-855e-d502ad8f2d27;9B.03;Reserven Bauherrenentscheid
531eb6f8-0f53-493d-a583-c954768a3d35;f0f65703-f8e3-4f3a-ab78-e4f568b4d3ce;9C.01;Reserven Marktschwankungen
c43c0f95-3fe1-4140-ab14-bc4ef2dc5cb5;f0f65703-f8e3-4f3a-ab78-e4f568b4d3ce;9C.02;Reserven Qualitäts-/Quantitätsan- passungen
